GEO_DISTRICT,GEO_REGION,MMDA,Region,Latitude,Longitude,Employed_Pop,Unemployed_Pop,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiterate_Pop,Uninsured_Pop,Male_0_14,Female_0_14,Male_15_64,Female_15_64,Male_65plus,Female_65plus,Total_Pop,Uninsurance_Rate_pct,Illiteracy_Rate_pct,Youth_Dep_Ratio,Employment_Rate_pct,Has_Geometry,NHIS_Coverage_Women_2019_pct,No_Insurance_Women_2022_pct,ANC_Skilled_pct,Home_Delivery_pct,Facility_Delivery_pct,Female_Literate_pct,Female_No_Edu_pct,Female_SecPlus_pct,High_Uninsurance,Catastrophic_Proxy,Ecological_Zone,Uninsurance_Quartile,Uninsurance_z,Spatial_Lag_Uninsurance,LISA_Ii,LISA_p,LISA_cluster,BV_Poverty_Ii,BV_Poverty_p,BV_Poverty_cluster,BV_Illiteracy_Ii,BV_Illiteracy_p,BV_Illiteracy_cluster,Gistar_z,Gistar_cluster,GWR_local_R2,GWR_beta_intercept,GWR_beta_Poverty_Incidence,GWR_beta_Illiteracy_Rate,GWR_beta_NHIS_Coverage_Women_2019
SEKYERE KUMAWU,ASHANTI,Sekyere Kumawu,Ashanti,6.9098849,-1.23942940155571,20110,20475,23.9,42.9,13090,23038,12071,11740,17308,19228,1511,2538,64396,35.775514007081185,20.327349524815205,65.17133785855047,31.228647742095784,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q3,0.3564756673495451,0.5464779658360889,0.1948060975632417,0.44744744744744747,NS,0.05826749753693258,0.6726726726726727,NS,-0.040259742896965656,0.7637637637637638,NS,1.3902280232382092,NS,0.777468383822735,-0.036399694222436094,1.1953755966033446,-0.37345236202362936,0.6391137659359819
BOLE,SAVANNAH,Bole,Savannah,8.69166865,-2.17855621492469,27779,44167,37.2,44.8,56513,22652,22281,21573,36043,32286,1579,2038,115800,19.56131260794473,48.80224525043178,64.18065535863249,23.988773747841105,True,49.66898148148148,9.783796296296297,98.12086614173228,12.606692913385826,86.50314960629919,60.54606299212598,15.77047244094488,69.8547244094488,0,0,Northern Belt,Q1 (lowest),-0.8437890332244393,-0.2975776952857555,0.2510927958143244,0.38038038038038036,NS,-0.8364139230694537,0.006006006006006006,LH,-0.9966603361884456,0.01001001001001001,LH,-1.0054797650535894,NS,0.5674042229847143,-0.6611767262087765,0.8523145259651048,-0.43469852606205617,0.8224190709330557
SEKYERE AFRAM PLAINS NORTH,ASHANTI,Sekyere Afram Plains,Ashanti,7.20286155,-0.592081996515861,10858,7985,50.5,40.8,17179,21066,7452,6931,9951,8183,410,299,33226,63.40215493890327,51.70348522241618,79.31509870960627,32.67922711129838,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,1,Middle Belt,Q4 (highest),2.4015521462727953,0.41818530235458184,1.004293810409384,0.028028028028028028,HH,1.0409030963166102,0.25725725725725723,NS,1.2363469547205703,0.16216216216216217,NS,1.9100205638147572,NS,0.8860701681383288,-0.24120685626741153,1.236624386332388,-0.18689290307568548,1.176857467916697
ASANTE AKIM NORTH,ASHANTI,Asante Akim North Municipal,Ashanti,6.906722,-0.958978,29855,26615,26.0,42.1,20318,28968,14574,14158,25316,26886,1799,2469,85202,33.99920189666909,23.846858054975232,55.0400367802,35.04025727095608,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q3,0.2249832385307405,0.3630324864803304,0.081676224500212,0.6296296296296297,NS,0.02056392142137117,0.8138138138138138,NS,-0.014586149323276183,0.8418418418418419,NS,0.9914934474451909,NS,0.8320427396626098,0.008884128788364361,1.2184508354776336,-0.25096319585185983,0.6652858248520698
ASANTE AKIM CENTRAL MUNICIPAL,ASHANTI,Asante Akim Central Municipal,Ashanti,6.56465915,-1.25347851347396,29453,30820,16.9,42.6,15786,18044,15871,15529,27013,29228,1623,2409,91673,19.683003719743,17.219901170464585,55.83115520705535,32.1283256793167,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q1 (lowest),-0.8347807853145025,0.06907433306938374,-0.057661926004735665,0.7557557557557557,NS,0.33010410763161874,0.3483483483483483,NS,0.3974479399013085,0.24224224224224225,NS,-0.16074443551651216,NS,0.6934266057705127,0.21634724004280276,1.3320264903854684,-0.5011894901878552,0.07964106538553462
KINTAMPO NORTH MUNICIPAL,BONO EAST,Kintampo North Municipal,Bono East,8.053714,-1.728919,40030,45840,28.1,43.4,56833,30289,27626,26754,39911,40681,2394,2884,140250,21.59643493761141,40.52263814616756,67.47567996823506,28.54188948306595,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,0,0,Middle Belt,Q2,-0.693138043174513,0.0026772735951487714,-0.0018557201807842126,0.980980980980981,NS,-0.6614827649819889,0.02702702702702703,LH,-0.9388463036618336,0.0,LH,-0.2802255209544375,NS,0.7358870737198997,-0.5949198117745045,0.8124133055486139,-0.03391528976443424,1.4737945466539426
ASOKORE MAMPONG MUNICIPAL,ASHANTI,Asokore Mampong Municipal,Ashanti,6.7077852,-1.5665013,66200,62382,11.3,42.7,37038,38807,31486,31334,58782,62187,3238,4375,191402,20.275127741611897,19.35089497497414,51.93065992113682,34.58689041911788,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q1 (lowest),-0.7909484963034022,-0.5699001803821909,0.4507616907163316,0.23423423423423423,NS,1.0082973326686893,0.001001001001001001,LL,0.909889787528365,0.004004004004004004,LL,-1.5007639615255102,NS,0.6535365209263615,0.1617828044306664,1.1609975476393297,-0.43726529721864793,0.11725663975456321
ATEBUBU AMANTIN,BONO EAST,Atebubu Amantin Municipal,Bono East,7.72813859999999,-1.09550967027384,47541,38871,28.8,41.5,59415,36951,29821,28714,41262,40752,1910,2488,144947,25.492766321483025,40.99084492952596,71.37196088472699,32.79888510972977,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,0,0,Middle Belt,Q2,-0.40471008383950974,0.42442504740000486,-0.17176909651684386,0.47847847847847846,NS,-0.18659013680217415,0.1971971971971972,NS,-0.35724611392831346,0.01701701701701702,LH,0.9198269684151705,NS,0.8948139629225267,-0.3603138628820938,1.2394206485253871,-0.20300452957792375,1.461843951962264
KWADASO MUNICIPAL,ASHANTI,Kwadaso Municipal,Ashanti,6.68059249999999,-1.67467000057054,53272,55768,9.5,42.4,13021,33490,22551,22935,50312,52889,2342,3497,154526,21.67272821402224,8.426413677957107,44.07515431052025,34.47445737286929,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.6874903936657355,-0.5844362354609017,0.40179429758953583,0.22622622622622623,NS,0.8452277828372003,0.002002002002002002,LL,0.7859228423286697,0.001001001001001001,LL,-1.603910683210169,NS,0.6069084823932385,0.1859706844764219,1.0567793235389358,-0.32003891359742115,0.07590947416025441
KPANDAI,NORTHERN,Kpandai,Northern,8.4635789,-0.0119853,41265,29199,48.6,42.1,64398,67683,28295,27454,32983,33691,1603,2187,126213,53.62601316821564,51.02327018611395,83.61430242673306,32.69473033681158,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,1,Northern Belt,Q4 (highest),1.677868161701829,1.9696124401803112,3.3047500042703923,0.0,HH,2.8438085385862752,0.001001001001001001,HH,2.672763532493464,0.0,HH,4.75152900113183,Hot_99,0.7687332817377062,-0.05526677862011773,1.856057496027988,-0.7271376179122612,-0.10941350443196962
EJISU MUNICIPAL,ASHANTI,Ejisu Municipal,Ashanti,6.7139918,-1.4665782,58604,59932,13.5,43.6,26943,39195,31700,30487,53047,57696,3089,4704,180723,21.68788698726781,14.908451054929367,56.15433932618766,32.427527210150345,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.686368257583743,-0.22794903165042127,0.15645697967180114,0.5005005005005005,NS,0.5540476369425364,0.01901901901901902,LL,0.5277201856026794,0.03203203203203203,LL,-0.8179418497103367,NS,0.6849016779126231,0.1542971566978945,1.2127139289931808,-0.4733609059596373,0.15587712671245094
NKWANTA NORTH,OTI,Nkwanta North (Kpassa),Oti,8.4892994,0.3094664,39799,29263,55.2,41.7,69270,92265,28933,28101,32315,33375,1374,1998,126096,73.1704415683289,54.9343357441949,86.82295630994064,31.562460347671617,True,49.66898148148148,9.783796296296297,97.1,30.9,66.8,40.8,28.2,48.9,1,1,Northern Belt,Q4 (highest),3.1246546499220242,1.3941333463961514,4.3561852434280866,0.0,HH,4.255120642677108,0.012012012012012012,HH,4.505737532705279,0.005005005005005005,HH,3.6748723165120647,Hot_99,0.8456402197281474,0.01203939601387053,1.8059409409897456,-0.5577259913063872,-0.37469391473534885
BIAKOYE,OTI,Biakoye,Oti,7.39217985,0.262973639210098,26316,18533,34.2,42.2,22512,28009,13938,13040,20259,20321,1872,2397,71827,38.995085413563146,31.34197446642628,66.48102513553475,36.63803305163796,True,49.66898148148148,9.783796296296297,97.1,30.9,66.8,40.8,28.2,48.9,1,0,Northern Belt,Q3,0.5948061169999018,0.27140016860390415,0.1614304804404069,0.4954954954954955,NS,0.2887646565335028,0.2062062062062062,NS,0.11667871631826982,0.6136136136136137,NS,0.8941426105712827,NS,0.7483827969123557,-0.07429082415580658,1.0073394411380145,-0.10684037045780981,-0.8262621152345233
WASSA AMENFI EAST,WESTERN,Wassa Amenfi East Municipal,Western,5.87660585,-1.98975398510416,55415,62692,35.5,44.4,57887,82600,31302,30287,61347,51720,2634,2406,179696,45.96652123586502,32.21385005787552,54.47124271449672,30.83819339328644,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,1,0,Southern Belt,Q4 (highest),1.1108702834578037,0.484783908493868,0.5385320378443651,0.14014014014014015,NS,0.1416545093709797,0.7587587587587588,NS,-0.3047244045777337,0.5465465465465466,NS,1.5371653695473266,NS,0.5117352249101694,0.5353460469727497,0.5544481985186366,0.4774676843137033,-0.28232186355880884
CENTRAL GONJA,SAVANNAH,Central Gonja,Savannah,8.93715119999999,-1.10983922943129,24193,52626,61.8,46.6,81261,65926,33708,32235,36113,37012,1814,1880,142762,46.17895518415265,56.9206091256777,90.17846153846152,16.946386293271317,True,49.66898148148148,9.783796296296297,98.12086614173228,12.606692913385826,86.50314960629919,60.54606299212598,15.77047244094488,69.8547244094488,1,0,Northern Belt,Q4 (highest),1.1265958170845654,0.26919041446860364,0.3032687949395893,0.2732732732732733,NS,1.2608972221821908,0.0,HH,1.5127298780466463,0.0,HH,1.1106606465381526,NS,0.7488867970389392,-1.2941221288210025,0.35920330573714415,0.8178185214402494,0.3548215612170221
TEMA WEST MUNICIPAL,GREATER ACCRA,Tema West Municipal,Greater Accra,5.65076355,-0.0688760444019398,81595,60403,8.2,42.0,10773,76946,27080,27146,66160,67893,3606,4339,196224,39.21334801043705,5.490154109589041,40.45116483778804,41.58257909328115,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.6109631193729765,0.6502749066137423,0.397293985394703,0.2652652652652653,NS,-0.7961152547554415,0.002002002002002002,HL,-0.8211562617065615,0.0,HL,1.592236704009005,NS,0.5671881623812953,0.3118376009940287,0.5597082718556617,0.21482876615956278,-0.6859091435003922
ASHAIMAN MUNICIPAL,GREATER ACCRA,Ashaiman Municipal,Greater Accra,5.6993574,-0.0348533202566188,90383,55066,7.5,43.3,23548,72971,31383,31228,68910,70025,3117,3397,208060,35.07209458809959,11.317889070460444,45.06495843379998,43.440834374699605,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.3044046786206869,0.7249242435978138,0.22067033139673703,0.5215215215215215,NS,-0.39574905854801035,0.02002002002002002,HL,-0.42026722461866023,0.011011011011011011,HL,1.2468307320029308,NS,0.5749181656056819,0.2907436587182726,0.5630868784617206,0.19816124865811427,-0.6842700036966016
PRU EAST,BONO EAST,Pru East,Bono East,7.9636217,-0.9549861,32906,27206,30.3,41.2,44232,28477,20812,19916,28721,28766,1175,1450,100840,28.239785799286,43.86354621182071,70.84732200323552,32.63189210630702,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,0,0,Middle Belt,Q2,-0.2013605367460776,0.30506331106265727,-0.061427712057112296,0.7387387387387387,NS,-0.1652150559633968,0.05905905905905906,NS,-0.27905471816359445,0.001001001001001001,LH,0.5457967550240441,NS,0.8227322571202449,-0.16277254554605028,1.2970816973450165,-0.42858907140514885,1.0077799675222434
KPONE KATAMANSO,GREATER ACCRA,Kpone Katamanso Municipal,Greater Accra,5.77159775,-0.0733651054089466,151899,121007,10.5,43.1,38226,156281,69740,70182,132130,132218,3852,4706,412828,37.8562016142316,9.259546348600384,52.93098491382572,36.79474260466829,True,38.9,13.4,95.8,8.7,91.3,79.2,4.4,84.6,1,0,Southern Belt,Q3,0.5104996507889886,0.3257506896710724,0.16629561332135467,0.43343343343343343,NS,-0.5017357765315704,0.002002002002002002,HL,-0.5763427818132626,0.0,HL,1.1079572983210473,NS,0.592940465250228,0.29523005309510886,0.5606153898699904,0.23144629258612678,-0.7015038868338093
SAVELUGU,NORTHERN,Savelugu Municipal,Northern,9.6260647,-0.8258943,22576,46349,41.1,45.5,60689,44028,27601,26362,30825,33659,1964,2477,122888,35.82774558947985,49.38561942581863,83.6843247937473,18.37119979168023,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,0,Northern Belt,Q3,0.3603421374312343,-0.04187955524533789,-0.015090968451774513,0.9049049049049049,NS,0.30905485706418595,0.06006006006006006,NS,0.46871952792436933,0.004004004004004004,HH,0.06222634626575467,NS,0.6528908036853891,-0.8714962605202086,-0.12339721694113455,1.1557414429618302,-0.1836266806768759
TAMALE METROPOLITAN,NORTHERN,Tamale Metropolitan Area (TMA)-Tamale Central & Tamale South,Northern,9.40078,-0.8393,105305,117605,21.0,44.0,123455,97886,73044,71370,106568,111108,2272,2962,367324,26.6484084895079,33.60929315808387,66.34355647843584,28.668151277890907,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,0,0,Northern Belt,Q2,-0.31916307066074645,0.8730293408144219,-0.2786387251912582,0.34034034034034033,NS,-0.49910193696936106,0.001001001001001001,LH,-0.5129087387244209,0.0,LH,1.881128900481331,NS,0.7251745335126836,-0.7128885171772206,0.1683333857682257,0.8160314462738701,-0.11185070409740705
SAGNERIGU,NORTHERN,Sagnarigu Municipal,Northern,9.48585935,-0.855049753344912,85957,123012,18.7,43.9,94006,62402,66933,65809,98837,100082,4429,5621,341711,18.26163044209873,27.510381579756,66.73168475610676,25.15488234209609,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,0,0,Northern Belt,Q1 (lowest),-0.9399986822370373,0.506002420756528,-0.47564160871988725,0.1991991991991992,NS,-0.9306177670298349,0.02002002002002002,LH,-1.2719662914032233,0.003003003003003003,LH,0.6554780884528044,NS,0.6964611536196483,-0.8390932398008395,0.10193063844010108,0.9026689470335972,-0.06464331684834038
KARAGA,NORTHERN,Karaga,Northern,9.9267799,-0.4316607,25654,34057,50.5,46.5,69495,50110,28047,26467,25893,30391,1737,1690,114225,43.8695557014664,60.84044648719632,96.85523416956862,22.459181440140075,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,0,Northern Belt,Q4 (highest),0.9556413179786305,0.14237576042975425,0.1360601593453001,0.5185185185185185,NS,1.380727265694523,0.0,HH,1.6210248377279766,0.0,HH,0.6921403797420792,NS,0.68838295625872,-0.6791892612178441,-0.49049859320224054,1.5611795383387,-0.708545320267173
NORTH EAST GONJA,SAVANNAH,North East Gonja,Savannah,8.98787705,-0.403868101269744,8662,12137,60.4,45.6,23615,23207,9616,8989,9775,9966,526,532,39404,58.895036036950565,59.93046391229316,94.24547895243404,21.982539843670693,True,49.66898148148148,9.783796296296297,98.12086614173228,12.606692913385826,86.50314960629919,60.54606299212598,15.77047244094488,69.8547244094488,1,1,Northern Belt,Q4 (highest),2.067910322902344,0.6547112631690885,1.3538841796277912,0.004004004004004004,HH,2.261135084588058,0.001001001001001001,HH,2.9548770426074062,0.0,HH,2.734643329451742,Hot_99,0.7491404294843158,0.06818277315548923,0.6287041903346098,0.21291991565371954,-0.37757918649572864
SOUTH DAYI,VOLTA,South Dayi,Volta,6.5449087,0.240546020283373,16500,21760,29.0,44.3,12238,12038,9829,9429,17376,17233,1509,2142,57518,20.92910045550958,21.276817691852983,55.64448553844375,28.68667199833096,True,52.3,10.1,98.3,19.0,79.1,72.0,6.7,76.4,0,0,Middle Belt,Q2,-0.7425378256630484,-0.03818652736243883,0.028354940997327827,0.8468468468468469,NS,-0.25258793622192727,0.4444444444444444,NS,0.2699770107069502,0.4094094094094094,NS,-0.3848203032264371,NS,0.7054964043462061,0.17595372123829608,0.4629038595936906,0.4688025184138659,-0.6702143220132442
TEMPANE,UPPER EAST,Tempane,Upper East,10.9030714,-0.0914351270233069,16027,35236,50.7,48.1,47667,15911,18264,17466,20421,24065,2583,4194,86993,18.289977354499783,54.79406389019806,80.31740322798183,18.423321416665708,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q1 (lowest),-0.9379002872875916,-1.4126166856963707,1.3248935953418715,0.035035035035035036,LL,-0.6124019257104912,0.25425425425425424,NS,-1.2900903450556525,0.013013013013013013,LH,-2.6029942743408974,Cold_99,0.5558846440566588,-0.8352710894125485,0.28814748391134554,0.32232941507558016,-0.5987955556652376
BOLGA  EAST,UPPER EAST,Bolgatanga East,Upper East,10.7853963,-0.8487322,9790,15601,24.9,44.0,12504,2878,6860,6573,11258,11835,718,1580,38824,7.412940449206676,32.20688234082011,58.16914216429221,25.21636101380589,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q1 (lowest),-1.7430786073841407,-1.098364152593079,1.9145350575026059,0.003003003003003003,LL,-2.8726824829885245,0.002002002002002002,LH,-1.3036130218755329,0.12912912912912913,NS,-2.76578247624113,Cold_99,0.43206885935735684,-0.6016817721969149,0.10553413078571261,0.4671338530509408,-0.5733484411581617
YUNYOO-NASUAN,NORTHERN EAST,Yunyoo Nasuan,North East,10.4415225,-0.0276844142154081,10414,18846,56.9,47.0,32999,18812,14196,13423,12891,13990,940,1439,56879,33.07371789236801,58.01613952425324,102.74543357761988,18.309042001441654,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,0,Northern Belt,Q3,0.15647380325459964,-0.42491477953728574,-0.06648803161328883,0.7807807807807807,NS,0.23945566143812894,0.009009009009009009,HH,0.2251172928103195,0.01001001001001001,HH,-0.5624018894193938,NS,0.6672008163484576,-0.9389288935372659,0.08690636509013103,1.0340915353474616,-0.8507174726859309
NANTON,NORTHERN,Nanton,Northern,9.55848269999999,-0.710728600167338,12168,15048,39.9,45.3,27942,19692,12316,11235,12111,13374,830,901,50767,38.78897709141766,55.03969113794393,92.41122228762016,23.96832588098568,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,0,Northern Belt,Q3,0.5795488411417804,0.18037198726850634,0.10453437619590282,0.6186186186186187,NS,0.40312223921454715,0.11711711711711711,NS,0.6843156009228402,0.011011011011011011,HH,0.6107061706143293,NS,0.7073221889758756,-0.42435846440628955,-0.09452551600812545,1.0575126508800878,-0.4761682250572749
ASSIN FOSU,CENTRAL,Assin Central Municipal,Central,5.73294244999999,-1.31730368183195,31134,25993,18.1,42.8,12994,30642,15976,15650,26152,27674,1421,1880,88753,34.52503013982626,14.640631865965096,58.75599152825773,35.07937759850371,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q3,0.2639079480054847,0.7459533752531569,0.19686302457082597,0.5125125125125125,NS,0.05916198050710346,0.6716716716716716,NS,-0.0464092422737584,0.7267267267267268,NS,1.4637724306405562,NS,0.6148793454357373,0.3608926713856044,1.046269195865437,-0.060555045988521856,-0.3203998135815786
GOMOA CENTRAL,CENTRAL,Gomoa Central,Central,5.47699369999999,-0.589745989100534,28310,24080,18.8,44.1,17534,37766,15233,14969,21856,26134,1504,2896,82592,45.725978302983336,21.229659046881054,62.933944571785794,34.27692754746222,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q4 (highest),1.093063967611388,0.790323470707334,0.8638741085877611,0.13413413413413414,NS,-0.49725784433323617,0.4244244244244244,NS,-0.5952516327188734,0.35035035035035034,NS,1.7421361334519965,NS,0.5264825950149902,0.34909718132128686,0.12308260863992684,0.644755272343768,-0.6648924447841112
PRU WEST,BONO EAST,Pru West,Bono East,8.03487795,-1.31329234137589,23430,18389,38.3,40.8,33051,28780,14399,13602,20066,19335,1124,1294,69820,41.2202807218562,47.33743912918935,71.06672419481738,33.55771985104555,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,1,0,Middle Belt,Q4 (highest),0.7595273582550671,-0.5510281996825811,-0.41852099282895644,0.22022022022022023,NS,0.11567699145919584,0.7277277277277278,NS,0.6684661400473546,0.037037037037037035,HH,-0.9738867443291397,NS,0.7979544659752165,-0.41614463634418103,1.1257695950874458,-0.14876519296078217,1.4066331098998603
BEREKUM WEST,BONO,Berekum West,Bono,7.47199419999999,-2.71078914019081,16162,16585,14.8,41.6,11329,6176,8505,8212,14064,15958,1024,1701,49464,12.485848293708557,22.903525796538897,55.6824995003664,32.6742681546175,True,49.66898148148148,9.783796296296297,98.6,9.3,89.7,61.5,11.8,77.4,0,0,Middle Belt,Q1 (lowest),-1.367553962960719,-1.3419706890419683,1.8352173339764704,0.005005005005005005,LL,1.1907052955203157,0.07207207207207207,NS,0.6539670818306916,0.35835835835835833,NS,-3.0357118775581085,Cold_99,0.5679392406869866,-0.6496334273006081,0.6689842381590124,0.18191127491462838,1.2414048648504221
AHAFO ANO SOUTH WEST,ASHANTI,Ahafo Ano South West,Ashanti,6.8289788,-2.00038660056909,22860,18251,31.9,41.8,20670,24676,12766,11893,19422,18720,1453,1516,65770,37.518625513151896,31.427702599969592,64.6505164910073,34.75748821651209,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q3,0.4855104041459227,-0.28443002328337724,-0.1380937355555467,0.5445445445445446,NS,-0.00547509442456057,0.9769769769769769,NS,0.03716318795397261,0.8558558558558559,NS,-0.4669614734323511,NS,0.4319241849196732,-0.1456822560845618,0.7395126156554418,-0.03796893154085016,0.4994038457789677
AMANSIE SOUTH,ASHANTI,Amansie South,Ashanti,6.30802585,-2.01186652006877,41010,34389,30.3,44.4,34142,54471,19293,18463,38951,33050,1531,1867,113155,48.13839423799213,30.172771861605764,52.43816058110304,36.24232247801688,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q4 (highest),1.2716443132365172,0.05310344422331778,0.06752869285985463,0.7457457457457457,NS,-0.05531264718179638,0.923923923923924,NS,-0.3078439867184966,0.6056056056056056,NS,0.6336900757091096,NS,0.5130830126384487,0.45247284448492503,0.44433380526271216,0.594089711621738,-0.14696637241922902
ATWIMA NWABIAGYA NORTH,ASHANTI,Atwima Nwabiagya North,Ashanti,6.87764335,-1.74489585317473,48562,50393,13.5,43.1,24396,33196,28123,27947,46519,47225,2235,2976,155025,21.41332043218836,15.73681664247702,59.81182795698925,31.325270117722948,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.7066931897779131,-0.28951186105021587,0.204596060564117,0.4744744744744745,NS,0.5089011770122195,0.11411411411411411,NS,0.48431038875155336,0.10710710710710711,NS,-0.8880839040060803,NS,0.5913054156092927,-0.11767288487739956,1.0603233973129804,-0.4283196929523862,0.4723474566932995
ADANSI AKROFUOM,ASHANTI,Akrofuom,Ashanti,6.03262245,-1.67136425707588,16119,15681,37.0,44.2,14804,21116,9048,8443,16194,13524,1073,1009,49291,42.83946359375951,30.033880424418253,58.856585234538,32.70171025136435,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q4 (highest),0.8793882133831562,0.39841074501550205,0.35035771325183457,0.2222222222222222,NS,-0.16166643379738846,0.5975975975975976,NS,-0.3192909531063383,0.33733733733733734,NS,1.3769911347414756,NS,0.6795175187053102,0.5819215404410018,0.7521030363450741,0.40284956681155815,-0.1720644015820222
ADANSI NORTH,ASHANTI,Adansi North,Ashanti,6.3006124,-1.5897139446089,17411,18501,19.7,42.8,9833,14965,9247,8996,16537,16948,998,1429,54155,27.63364416951343,18.157141538177456,54.48111094519934,32.15030929738713,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.246230486480583,0.15040852643578823,-0.037035164635111764,0.7847847847847848,NS,0.09035078094656408,0.3793793793793794,NS,0.11774952672915973,0.22622622622622623,NS,0.25095190163062,NS,0.6910648000884012,0.48754092034563473,0.9253248408117873,0.10459696299195381,-0.09731313264001444
OBUASI EAST,ASHANTI,Obuasi East,Ashanti,6.1796409,-1.60356394182495,29615,31180,13.1,42.7,14306,16076,15730,15876,27879,29934,1318,1664,92401,17.398080107358147,15.482516422982432,54.66936502170792,32.050518933777774,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q1 (lowest),-1.0039234453778956,0.3042733863623124,-0.3054671863736522,0.4074074074074074,NS,0.1892262915138947,0.7057057057057057,NS,0.4660706457279294,0.37037037037037035,NS,0.0960773639056,NS,0.6966231125170398,0.5353146265587899,0.8661342521906298,0.23335801278002666,-0.1284837144526208
AFIGYA KWABRE NORTH,ASHANTI,Afigya Kwabre North,Ashanti,7.03891495,-1.62667127242319,21350,22931,25.2,43.7,17584,22087,15067,13982,20273,21082,1268,1658,73330,30.1200054547934,23.979271785081146,70.24301777294161,29.11495977089868,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.06217629780162356,-0.13971091905955246,0.008686707709585259,0.93993993993994,NS,0.030327151169689634,0.3633633633633634,NS,0.025569531410357352,0.3893893893893894,NS,-0.27989836294348824,NS,0.7086811936353092,-0.30821917084260214,1.0284705169609498,-0.3836576881129293,0.8842930736639197
KUMASI METROPOLITAN,ASHANTI,"Kumasi Metropolitan Area (KMA)-Bantama, Manhyia North, Manhyia South, Nhyiaeso, & Subin",Ashanti,6.698152,-1.621229,164504,153397,8.9,42.3,48041,100117,62261,63783,144185,155625,7216,10875,443945,22.551667436281523,10.821385531991575,42.04129281878523,37.05504060187636,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.6224264601140062,-0.7182314227815529,0.44704624202456816,0.2032032032032032,NS,0.8523958093025308,0.001001001001001001,LL,0.7290781408605127,0.001001001001001001,LL,-1.886024660589177,NS,0.6313770749991606,0.16965711301386655,1.1171548285170747,-0.39234548439693867,0.09814885750213495
OFORIKROM MUNICIPAL,ASHANTI,Oforikrom Municipal,Ashanti,6.672717,-1.5504236985326,64286,95659,10.0,42.8,21529,49047,26682,26499,77870,75115,2874,4086,213126,23.01314715238873,10.1015361804754,34.76223159133248,30.163377532539435,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,0,0,Middle Belt,Q2,-0.588265183857509,-0.7065680389350781,0.4156493773319833,0.25325325325325326,NS,0.7158006352001927,0.008008008008008008,LL,0.6029071553877962,0.011011011011011011,LL,-1.6989128951817731,NS,0.660265276753629,0.19853118477480222,1.1615198650150624,-0.4149760079480492,0.08247994944757005
