GEO_DISTRICT,GEO_REGION,Uninsurance_Rate_pct,High_Uninsurance,Ecological_Zone,OOF_proba_RF,OOF_pred_RF,OOF_proba_HGB,OOF_pred_HGB,OOF_proba_LASSO,OOF_pred_LASSO,Full_proba_RF,Full_proba_HGB,Full_proba_LASSO,Full_proba_Ensemble,Full_pred_Ensemble
AFIGYA KWABRE SOUTH,ASHANTI,24.97112930237315,0,Middle Belt,0.065,0,0.0053666676378942854,0,0.17795693910796992,0,0.01,0.007436289460286958,0.14606827516216767,0.00871814473014348,0
LA-NKWANTANANG-MADINA,GREATER ACCRA,35.27317367059708,1,Southern Belt,1.0,1,0.9951496168502593,1,0.7348675022561953,1,1.0,0.9954359539279147,0.7533675759549076,0.9977179769639574,1
ATWIMA KWANWOMA,ASHANTI,26.15288316598963,0,Middle Belt,0.0,0,0.00243751730594752,0,0.15885841803405495,0,0.0,0.0033821766449720334,0.14682791685959273,0.0016910883224860167,0
SEKYERE SOUTH,ASHANTI,26.93127685798994,0,Middle Belt,0.125,0,0.020125977741842573,0,0.23335278165739823,0,0.04,0.01978671436878198,0.21285420721354073,0.02989335718439099,0
GA EAST,GREATER ACCRA,37.32492527674951,1,Southern Belt,1.0,1,0.9974695788979502,1,0.7294206077767664,1,1.0,0.9946721309294,0.7618788070499974,0.9973360654647,1
AYAWASO WEST,GREATER ACCRA,35.09820325883431,1,Southern Belt,0.97,1,0.9598548805763282,1,0.5378144407446751,1,0.99,0.9911136339980057,0.5899309017539723,0.9905568169990029,1
SEKYERE EAST,ASHANTI,23.58501918731364,0,Middle Belt,0.0,0,0.001973975171336918,0,0.18723781315892568,0,0.0,0.004303017463147748,0.17868790551133934,0.002151508731573874,0
GA SOUTH MUNICIPAL,GREATER ACCRA,51.14032006077899,1,Southern Belt,0.995,1,0.9955437021435134,1,0.8203782726422091,1,0.995,0.9664994447761582,0.826010818003931,0.9807497223880791,1
GA WEST MUNICIPAL,GREATER ACCRA,39.29824784679557,1,Southern Belt,0.94,1,0.9920120986522101,1,0.7198322812611503,1,0.99,0.994515165132476,0.7575975333199908,0.992257582566238,1
SEKYERE CENTRAL,ASHANTI,52.34200032774349,1,Middle Belt,0.935,1,0.9973077880803198,1,0.49604230065414184,0,0.975,0.9976150040933085,0.5910230773309942,0.9863075020466543,1
GA CENTRAL MUNICIPAL,GREATER ACCRA,43.67610585374076,1,Southern Belt,0.98,1,0.9928269960641944,1,0.7858714499546647,1,1.0,0.995543911301097,0.7982625843111341,0.9977719556505484,1
OFFINSO NORTH,ASHANTI,33.47315436241611,1,Middle Belt,0.94,1,0.9820537490014376,1,0.5278497964909881,1,0.985,0.9918559621587647,0.5610470863852673,0.9884279810793823,1
KRACHI WEST,OTI,25.29937180997252,0,Northern Belt,0.62,1,0.9340966979926116,1,0.5951657061446596,1,0.225,0.15287698526490057,0.6319096388299705,0.18893849263245027,0
OFFINSO MUNICIPAL,ASHANTI,30.81181887056356,1,Middle Belt,0.21,0,0.24253106225766655,0,0.2393525155826081,0,0.755,0.890739802749473,0.2469794195159917,0.8228699013747365,1
OBUASI MUNICIPAL,ASHANTI,19.659242355964217,0,Middle Belt,0.025,0,0.021389314305192184,0,0.1983504231991981,0,0.0,0.011026597281684375,0.12891562017848598,0.005513298640842187,0
KRACHI NCHUMURU,OTI,60.01701403658017,1,Northern Belt,0.815,1,0.990721520748828,1,0.8533568755429907,1,0.93,0.9855009641179396,0.8756684517991853,0.9577504820589698,1
KWABRE EAST,ASHANTI,24.40585686658985,0,Middle Belt,0.025,0,0.01883747473613626,0,0.19604791487698664,0,0.01,0.015890605127519778,0.14490017004789163,0.012945302563759888,0
AGOTIME ZIOPE,VOLTA,25.66682678937122,0,Middle Belt,0.67,1,0.9684332540926158,1,0.4832852652423078,0,0.22,0.040049648122841695,0.5762779179849233,0.13002482406142085,0
ADAKLU,VOLTA,27.02786618023752,0,Middle Belt,0.76,1,0.9887551983406927,1,0.5055927310177164,1,0.235,0.19395575519391692,0.542976061743038,0.21447787759695847,0
EJURA-SEKYEDUMASE,ASHANTI,33.57618106804579,1,Middle Belt,0.78,1,0.850280406248868,1,0.3496233303479785,0,0.84,0.934145099158021,0.34222256638739734,0.8870725495790105,1
ATWIMA NWABIAGYA SOUTH,ASHANTI,23.43584960436832,0,Middle Belt,0.01,0,0.0035318535190718534,0,0.16076241459734525,0,0.005,0.016146453990847638,0.15007283333682148,0.01057322699542382,0
AKATSI SOUTH,VOLTA,31.44692998165695,1,Middle Belt,0.635,1,0.934549311041815,1,0.39856965887490453,0,0.85,0.964946164679477,0.43418081756842736,0.9074730823397386,1
ATWIMA MPONUA,ASHANTI,24.132711556546045,0,Middle Belt,0.865,1,0.9453098075332463,1,0.4045907090767027,0,0.38,0.2024202733436614,0.3975396448807343,0.2912101366718307,0
AKATSI NORTH,VOLTA,51.1189131430316,1,Middle Belt,0.92,1,0.9977867672786651,1,0.6083172359742355,1,0.935,0.9943543486899167,0.6611536293573118,0.9646771743449584,1
HO MUNICIPAL,VOLTA,13.459382043054925,0,Middle Belt,0.365,0,0.03726175179383923,0,0.24447042481561304,0,0.095,0.01869421644815423,0.16976272421094854,0.05684710822407711,0
ADANSI SOUTH,ASHANTI,46.093896713615024,1,Middle Belt,0.91,1,0.9893852470044645,1,0.4951234660630986,0,0.975,0.9932566121938833,0.5452678716505348,0.9841283060969417,1
HOHOE MUNICIPAL,VOLTA,19.340974212034386,0,Middle Belt,0.405,0,0.007276216098473556,0,0.3240541463260445,0,0.085,0.018596800509057966,0.2693118146462674,0.05179840025452899,0
ADANSI ASOKWA,ASHANTI,50.14893380101331,1,Middle Belt,0.93,1,0.8355906877847938,1,0.45278710646059606,0,0.965,0.9849118893181183,0.44085060252111186,0.9749559446590592,1
HO WEST,VOLTA,30.911845332563843,1,Middle Belt,0.155,0,0.18718944279891456,0,0.4160774321574245,0,0.715,0.8794509375569628,0.45924388713438663,0.7972254687784814,1
BOSOME FREHO,ASHANTI,49.05154274883953,1,Middle Belt,0.91,1,0.9848855955934445,1,0.4450594650261057,0,0.965,0.9934923250363025,0.5751172582928459,0.9792461625181512,1
AFADZATO SOUTH,VOLTA,28.94348289721926,0,Middle Belt,0.39,0,0.1847554271093339,0,0.5197997989931072,1,0.12,0.05584681898334069,0.4636513758997357,0.08792340949167035,0
AHAFO ANO SOUTH EAST,ASHANTI,32.337555933698866,1,Middle Belt,0.91,1,0.9849442478415117,1,0.4441388861443077,0,0.965,0.9895157320422091,0.4746810535758784,0.9772578660211045,1
NORTH DAYI,VOLTA,22.858307018437404,0,Middle Belt,0.385,0,0.20143567313113578,0,0.3812002026014735,0,0.09,0.03885942134759165,0.4181382948963538,0.06442971067379583,0
BEKWAI MUNICIPAL,ASHANTI,27.69792776533519,0,Middle Belt,0.13,0,0.145926939612667,0,0.24481459160266686,0,0.03,0.052324850946878325,0.19855463395874134,0.041162425473439165,0
KPANDO MUNICIPAL,VOLTA,19.73630277360295,0,Middle Belt,0.185,0,0.015724169374943635,0,0.37382659112781436,0,0.04,0.0067189809640005585,0.2886513223899212,0.02335949048200028,0
BOSOMTWE,ASHANTI,28.312749727569926,0,Middle Belt,0.045,0,0.0027262197041442674,0,0.22432233915059838,0,0.005,0.007740041258031882,0.17074814608800545,0.006370020629015941,0
NORTH TONGU,VOLTA,40.9074589354636,1,Middle Belt,0.87,1,0.9696483246261327,1,0.48950366440101417,0,0.97,0.9935816048044596,0.6023088780471979,0.9817908024022297,1
CENTRAL TONGU,VOLTA,31.613515200999,1,Middle Belt,0.825,1,0.6637381755863534,1,0.4819778001165098,0,0.95,0.9860749651114715,0.5351713855374179,0.9680374825557357,1
MAMPONG MUNICIPAL,ASHANTI,29.79371013101036,0,Middle Belt,0.22,0,0.14155059293866368,0,0.2400626217359861,0,0.075,0.022933137146005245,0.19698390718318476,0.04896656857300262,0
AJUMAKO-ENYAN-ESSIAM,CENTRAL,40.739389315509264,1,Southern Belt,0.965,1,0.9880156822288282,1,0.8383639873838419,1,0.975,0.9936537735933716,0.8504531595101468,0.9843268867966858,1
GOMOA WEST,CENTRAL,50.46791030946939,1,Southern Belt,0.97,1,0.9987988554246615,1,0.8741727272878325,1,0.99,0.9995001144013091,0.8503427466958307,0.9947500572006546,1
AGONA WEST MUNICIPAL,CENTRAL,36.45410012521143,1,Southern Belt,0.79,1,0.7915703044140519,1,0.8144440246896834,1,0.94,0.983905508494658,0.7690603333271383,0.961952754247329,1
AGONA EAST,CENTRAL,53.91587335381246,1,Southern Belt,0.79,1,0.952173389798826,1,0.7682486885658872,1,0.97,0.9882360190045985,0.8116983370797216,0.9791180095022992,1
ASSIN NORTH,CENTRAL,47.19576850966613,1,Southern Belt,0.965,1,0.9950111240226527,1,0.863734321480571,1,0.98,0.9975534734935779,0.9220927958561044,0.988776736746789,1
ASSIN SOUTH,CENTRAL,36.29605170055192,1,Southern Belt,0.97,1,0.9899598784399416,1,0.7970227977818726,1,0.99,0.9943340194559842,0.8699548880437953,0.9921670097279921,1
ASIKUMA-ODOBEN-BRAKWA,CENTRAL,36.64138968289591,1,Southern Belt,0.99,1,0.997471924701912,1,0.8666963489996342,1,1.0,0.9954836041177341,0.881796001953656,0.9977418020588671,1
EFFUTU MUNICIPAL,CENTRAL,29.94136891633584,0,Southern Belt,0.47,0,0.0036813956202454913,0,0.5749634648910096,1,0.155,0.010776606790061071,0.4127468159286048,0.08288830339503053,0
GOMOA EAST,CENTRAL,44.49962260728157,1,Southern Belt,0.725,1,0.16359197757458832,0,0.6568591720155098,1,0.925,0.9660514201324708,0.6567189814962624,0.9455257100662354,1
ABURA-ASEBU-KWAMANKESE,CENTRAL,35.53529104567549,1,Southern Belt,0.87,1,0.9869243640869112,1,0.7739087000148009,1,0.98,0.9925229688054384,0.8268389906601548,0.9862614844027192,1
JOMORO,WESTERN,31.74693464795854,1,Southern Belt,0.94,1,0.9054554796509448,1,0.759785806890081,1,0.99,0.9770481545752283,0.8241547433881393,0.9835240772876142,1
ELLEMBELLE,WESTERN,30.29290364206365,1,Southern Belt,0.885,1,0.8682337177681613,1,0.7640913330442084,1,0.96,0.9559039247604388,0.7993204289887531,0.9579519623802194,1
DORMAA MUNICIPAL,BONO,17.335983389824495,0,Middle Belt,0.055,0,0.010531330297558168,0,0.29401673696908465,0,0.03,0.01323950825624966,0.2768595549054282,0.021619754128124828,0
DORMAA WEST,BONO,20.33894767599608,0,Middle Belt,0.17,0,0.049254343265726315,0,0.45091144183788184,0,0.06,0.013260336902563175,0.4985794756394101,0.036630168451281586,0
NADOWLI-KALEO,UPPER WEST,12.824272940810047,0,Northern Belt,0.025,0,0.0027493051737283395,0,0.42923826884219757,0,0.02,0.0021218826128882686,0.32979790563994976,0.011060941306444135,0
PRESTEA/HUNI VALLEY,WESTERN,48.87200666373021,1,Southern Belt,0.945,1,0.9901108393417941,1,0.7823650867748807,1,1.0,0.9730243880834857,0.8113499592552598,0.9865121940417428,1
AHANTA WEST MUNICIPAL,WESTERN,46.2981585477341,1,Southern Belt,0.905,1,0.9879823938341591,1,0.7961182529847292,1,0.955,0.9974432566634718,0.7996926880354736,0.9762216283317359,1
DAFFIAMA BUSSIE ISSA,UPPER WEST,26.28889921040409,0,Northern Belt,0.375,0,0.9927382107874879,1,0.4657618342870268,0,0.155,0.024660011619179564,0.4607681776396443,0.08983000580958977,0
NZEMA EAST,WESTERN,49.09058242884772,1,Southern Belt,0.91,1,0.9990138645539229,1,0.8924159491522796,1,0.965,0.9979190288876476,0.9180188118155866,0.9814595144438238,1
LAWRA,UPPER WEST,6.049663717419951,0,Northern Belt,0.02,0,0.006025881258280471,0,0.41493885792577506,0,0.01,0.0023544291367143234,0.3014154118601834,0.006177214568357162,0
NANDOM,UPPER WEST,5.231062967581048,0,Northern Belt,0.04,0,0.004767033582245929,0,0.2968403245357482,0,0.025,0.001389487650158666,0.22140229162558378,0.013194743825079333,0
TARKWA NSUAEM,WESTERN,28.3826771150432,0,Southern Belt,0.51,1,0.08329156842497094,0,0.6785200061674957,1,0.17,0.038123273735061705,0.6538878851726333,0.10406163686753087,0
TALENSI,UPPER EAST,18.847174819871064,0,Northern Belt,0.045,0,0.001698192774657886,0,0.33616738637863597,0,0.005,0.0011852540202552764,0.2913076670712451,0.003092627010127638,0
SEFWI AKONTOMBRA,WESTERN NORTH,27.02394697776245,0,Southern Belt,0.765,1,0.882120314241953,1,0.7980467534756321,1,0.24,0.08172091137241784,0.7453302168141526,0.1608604556862089,0
EFFIA KWESIMINTSIM MUNICIPAL,WESTERN,23.31829285816928,0,Southern Belt,0.165,0,0.09408323081037535,0,0.6559395085238762,1,0.1,0.007821937827908399,0.551768139963976,0.0539109689139542,0
NABDAM,UPPER EAST,19.838232244197663,0,Northern Belt,0.105,0,0.0013943998180175375,0,0.36297671984530117,0,0.025,0.0005702221041523682,0.2516496430012444,0.012785111052076185,0
BUILSA SOUTH,UPPER EAST,21.892002734108,0,Northern Belt,0.02,0,0.008768670427632368,0,0.34666479884641255,0,0.015,0.010283730715671596,0.31799001395564735,0.012641865357835798,0
BUILSA NORTH,UPPER EAST,11.470541443495785,0,Northern Belt,0.075,0,0.0034018699644351317,0,0.23201293576719845,0,0.005,0.001419044212954822,0.17078053065047002,0.003209522106477411,0
BINDURI,UPPER EAST,14.259445219682052,0,Northern Belt,0.08,0,0.021940878730100203,0,0.32358909770860494,0,0.01,0.0037270352587173003,0.322203719359765,0.00686351762935865,0
PUSIGA,UPPER EAST,8.454919101486347,0,Northern Belt,0.225,0,0.045060540713870605,0,0.1872411197307574,0,0.04,0.0152941552181279,0.2225819241394332,0.02764707760906395,0
BAWKU MUNICIPAL,UPPER EAST,7.240201577123341,0,Northern Belt,0.025,0,0.0010155086266787593,0,0.17949402813211088,0,0.015,0.0019216502949213883,0.10927448970644871,0.008460825147460695,0
NORTH GONJA,SAVANNAH,59.69923343586739,1,Northern Belt,0.78,1,0.9505465144393335,1,0.5924259544321201,1,0.975,0.9986817174399706,0.76739952461643,0.9868408587199853,1
WEST GONJA,SAVANNAH,8.877996501126889,0,Northern Belt,0.65,1,0.02380396659810263,0,0.30989252397119266,0,0.105,0.0027061993169400847,0.2322494406942064,0.053853099658470044,0
MION,NORTHERN,42.37543453070683,1,Northern Belt,0.97,1,0.998570031976567,1,0.7276930614829884,1,0.99,0.9987902243314609,0.7581511005760245,0.9943951121657304,1
YENDI MUNICIPAL,NORTHERN,23.75518873728314,0,Northern Belt,0.31,0,0.00972182275610579,0,0.40062863296643125,0,0.115,0.019394886965865835,0.34509464244887056,0.06719744348293293,0
TOLON,NORTHERN,52.02133965619444,1,Northern Belt,0.895,1,0.9878236025726501,1,0.5718748136511737,1,0.95,0.998843974924878,0.5869490410838412,0.9744219874624389,1
KUMBUNGU,NORTHERN,35.690774600763206,1,Northern Belt,0.445,0,0.010708315705370518,0,0.35240403449231933,0,0.885,0.9752404981435981,0.3864276725089731,0.930120249071799,1
WEST MAMPRUSI MUNICIPAL,NORTHERN EAST,15.360018207163382,0,Northern Belt,0.615,1,0.7689177745471378,1,0.3945060588909304,0,0.25,0.05264263508049243,0.28901218726066596,0.15132131754024622,0
MAMPRUGU MOAGDURI,NORTHERN EAST,62.55345765571815,1,Northern Belt,0.99,1,0.9986467063411217,1,0.7270756605991034,1,0.99,0.9985630440256635,0.7589909154114387,0.9942815220128318,1
ZABZUGU,NORTHERN,39.019385365618135,1,Northern Belt,0.96,1,0.9840540011649538,1,0.5585116243325803,1,1.0,0.998570226588763,0.548448670718758,0.9992851132943815,1
TATALE SANGULI,NORTHERN,48.745404718935895,1,Northern Belt,0.985,1,0.9817305169278924,1,0.7205988863519025,1,0.98,0.9896156531475772,0.7898644281899733,0.9848078265737885,1
SENE EAST,BONO EAST,43.63424480792442,1,Middle Belt,0.625,1,0.9300992623226709,1,0.7811890846757616,1,0.82,0.9504199873050757,0.7952380361336395,0.8852099936525378,1
BIBIANI-ANHWIASO-BEKWAI MUNICIPAL,WESTERN NORTH,8.897964529591418,0,Southern Belt,0.415,0,0.024434803255655946,0,0.7201552717202473,1,0.11,0.0045072884954870445,0.6113258847696735,0.05725364424774352,0
SENE WEST,BONO EAST,20.325516375670432,0,Middle Belt,0.275,0,0.10293830253212766,0,0.5290478206073553,1,0.19,0.09532093863763155,0.5163137567906427,0.14266046931881576,0
UPPER DENKYIRA EAST MUNICIPAL,CENTRAL,27.902415994044,0,Southern Belt,0.96,1,0.9946949395518178,1,0.8201655815719926,1,0.355,0.08772448176483431,0.7683448710371127,0.22136224088241716,0
ASUTIFI NORTH,AHAFO,17.297025395616945,0,Middle Belt,0.335,0,0.4403861986175793,0,0.41852585985127677,0,0.095,0.04653592270469411,0.3856094114141791,0.07076796135234706,0
AHAFO ANO NORTH,ASHANTI,30.63768303465528,1,Middle Belt,0.81,1,0.9556745104748435,1,0.42061618004810164,0,0.925,0.9651096469320779,0.42800096362984713,0.945054823466039,1
AMANSIE CENTRAL,ASHANTI,33.994970554098785,1,Middle Belt,0.755,1,0.9723950924748467,1,0.4456092413376721,0,0.905,0.9684730894566154,0.4382082321984472,0.9367365447283077,1
AMANSIE WEST,ASHANTI,43.01810400703206,1,Middle Belt,0.855,1,0.9983591834137556,1,0.3607563625737949,0,0.87,0.99394341878458,0.33508562915939794,0.93197170939229,1
ASUTIFI SOUTH,AHAFO,21.672557697448543,0,Middle Belt,0.16,0,0.019169269582121506,0,0.3670547014103521,0,0.04,0.012329354209840772,0.32423911871036176,0.026164677104920386,0
TECHIMAN MUNICIPAL,BONO EAST,11.530605954753735,0,Middle Belt,0.09,0,0.0024320569698909923,0,0.2763507929186032,0,0.035,0.0027169244488212023,0.179361602493262,0.018858462224410604,0
UPPER DENKYIRA WEST,CENTRAL,48.34276297720406,1,Southern Belt,0.75,1,0.111060127126638,0,0.8147184408026803,1,0.935,0.9763954087300252,0.8519545061153869,0.9556977043650126,1
TECHIMAN NORTH,BONO EAST,14.989905295087244,0,Middle Belt,0.03,0,0.0026868558547981027,0,0.2628023726167028,0,0.03,0.003019303183872947,0.18093825588372334,0.016509651591936472,0
CAPE COAST METROPOLITAN,CENTRAL,27.516345101806632,0,Southern Belt,0.765,1,0.9985303474774108,1,0.6186297705959811,1,0.295,0.10409645321246896,0.6216127837437894,0.19954822660623447,0
KOMENDA-EDINA-EGUAFO-ABIREM MUNICIPAL,CENTRAL,45.29777071022847,1,Southern Belt,0.815,1,0.1934064137138207,0,0.7566560519955023,1,0.94,0.9637712397655495,0.7996710447035983,0.9518856198827748,1
BANDA,BONO,23.59203662301714,0,Middle Belt,0.485,0,0.07328316145693185,0,0.4692895151146503,0,0.14,0.009089167012628002,0.4405187745702589,0.074544583506314,0
SEFWI-WIAWSO,WESTERN NORTH,24.679275228144427,0,Southern Belt,0.855,1,0.996796712735104,1,0.8075278280513845,1,0.31,0.1773920344776074,0.7570587682266683,0.24369601723880369,0
JAMAN NORTH,BONO,7.06347776090072,0,Middle Belt,0.01,0,0.0007532017420619486,0,0.2099952073478176,0,0.005,0.0026514005000383887,0.19314327639953727,0.003825700250019194,0
ASUNAFO SOUTH,AHAFO,47.49544676256639,1,Middle Belt,0.1,0,0.007093654575168322,0,0.4766901070025836,0,0.68,0.8121320584710272,0.4789529364133729,0.7460660292355137,1
TAIN,BONO,19.055447874844248,0,Middle Belt,0.03,0,0.0021662793111004047,0,0.37971641502438247,0,0.035,0.019943164790388147,0.3752848983153849,0.027471582395194073,0
NKORANZA SOUTH,BONO EAST,14.689206399050958,0,Middle Belt,0.045,0,0.005140417516517798,0,0.29655839717307264,0,0.01,0.006473807265349322,0.2351764415043062,0.008236903632674661,0
SEKYERE KUMAWU,ASHANTI,35.775514007081185,1,Middle Belt,0.115,0,0.042010595161215095,0,0.2528491976386922,0,0.82,0.8673507386542343,0.2740574079300628,0.8436753693271171,1
BOLE,SAVANNAH,19.56131260794473,0,Northern Belt,0.615,1,0.1209109669025328,0,0.41596824824256645,0,0.095,0.010105732412666225,0.38219317696560995,0.052552866206333114,0
SEKYERE AFRAM PLAINS NORTH,ASHANTI,63.40215493890327,1,Middle Belt,0.965,1,0.9984845195906392,1,0.7029968201833524,1,0.97,0.9975631115081088,0.8165933672083856,0.9837815557540543,1
ASANTE AKIM NORTH,ASHANTI,33.99920189666909,1,Middle Belt,0.475,0,0.4136210573780967,0,0.3290284631722132,0,0.83,0.95071585493778,0.34565431503031957,0.89035792746889,1
ASANTE AKIM CENTRAL MUNICIPAL,ASHANTI,19.683003719743,0,Middle Belt,0.01,0,0.0012458256728315016,0,0.22189919911547829,0,0.0,0.0029087899225976738,0.16492481589082955,0.0014543949612988369,0
KINTAMPO NORTH MUNICIPAL,BONO EAST,21.59643493761141,0,Middle Belt,0.12,0,0.0024085999723235554,0,0.3270048329236579,0,0.035,0.002808477762557552,0.28171337387614126,0.018904238881278776,0
ASOKORE MAMPONG MUNICIPAL,ASHANTI,20.275127741611897,0,Middle Belt,0.1,0,0.023013462325821552,0,0.20638861915752196,0,0.03,0.009565925941869797,0.13830614352687798,0.019782962970934896,0
ATEBUBU AMANTIN,BONO EAST,25.492766321483025,0,Middle Belt,0.285,0,0.22652333054686868,0,0.4942780364294856,0,0.1,0.041491788826309085,0.43571859917123174,0.07074589441315454,0
KWADASO MUNICIPAL,ASHANTI,21.67272821402224,0,Middle Belt,0.04,0,0.01634397766219992,0,0.14230495312339628,0,0.0,0.012325657615798354,0.10078647498924889,0.006162828807899177,0
KPANDAI,NORTHERN,53.62601316821564,1,Northern Belt,0.845,1,0.99277974731137,1,0.7634697755599482,1,0.95,0.9906044931436117,0.8004095268836022,0.9703022465718059,1
EJISU MUNICIPAL,ASHANTI,21.68788698726781,0,Middle Belt,0.04,0,0.0018245274370643455,0,0.19985590539048323,0,0.0,0.004621426908657342,0.13950062939541832,0.002310713454328671,0
NKWANTA NORTH,OTI,73.1704415683289,1,Northern Belt,0.87,1,0.979311456909501,1,0.8817132146672759,1,0.965,0.9907977393700702,0.8986925426884207,0.977898869685035,1
BIAKOYE,OTI,38.995085413563146,1,Northern Belt,0.395,0,0.7489293850604526,1,0.652186258912518,1,0.785,0.8987538573725774,0.6772630342705986,0.8418769286862887,1
WASSA AMENFI EAST,WESTERN,45.96652123586502,1,Southern Belt,0.89,1,0.9863446026209092,1,0.7952515930905469,1,0.955,0.9959560899459612,0.8340079374260007,0.9754780449729805,1
CENTRAL GONJA,SAVANNAH,46.17895518415265,1,Northern Belt,0.71,1,0.8136774332288795,1,0.5695723211163485,1,0.915,0.9839497197247946,0.7566388004781163,0.9494748598623973,1
TEMA WEST MUNICIPAL,GREATER ACCRA,39.21334801043705,1,Southern Belt,1.0,1,0.9971781963879545,1,0.7503341869585659,1,1.0,0.9946714140452154,0.7874873188676452,0.9973357070226077,1
ASHAIMAN MUNICIPAL,GREATER ACCRA,35.07209458809959,1,Southern Belt,0.99,1,0.9952745941939369,1,0.798934338976078,1,0.995,0.9960736290949443,0.8339809278338993,0.9955368145474721,1
PRU EAST,BONO EAST,28.239785799286,0,Middle Belt,0.435,0,0.6989115390998999,1,0.5091973220612925,1,0.135,0.09416361936905654,0.4535642917443655,0.11458180968452827,0
KPONE KATAMANSO,GREATER ACCRA,37.8562016142316,1,Southern Belt,1.0,1,0.9972585456597035,1,0.7765692151473792,1,0.99,0.992480802689027,0.7744822746411109,0.9912404013445135,1
SAVELUGU,NORTHERN,35.82774558947985,1,Northern Belt,0.26,0,0.009397558418805543,0,0.2839274907931277,0,0.79,0.9077800047126269,0.2902303105276272,0.8488900023563135,1
TAMALE METROPOLITAN,NORTHERN,26.6484084895079,0,Northern Belt,0.165,0,0.00810242362374441,0,0.2494229076056761,0,0.08,0.004650748132786607,0.17493630740369912,0.042325374066393306,0
SAGNERIGU,NORTHERN,18.26163044209873,0,Northern Belt,0.145,0,0.0015472472829453749,0,0.20117162602645666,0,0.05,0.0034498158224512687,0.10586492188647446,0.026724907911225636,0
KARAGA,NORTHERN,43.8695557014664,1,Northern Belt,0.96,1,0.9986965515787408,1,0.6140885806841319,1,0.98,0.9987901016250305,0.6547345586209531,0.9893950508125152,1
NORTH EAST GONJA,SAVANNAH,58.895036036950565,1,Northern Belt,0.915,1,0.9960120577342191,1,0.8198504779636931,1,0.97,0.99866376941179,0.8534126267097015,0.984331884705895,1
SOUTH DAYI,VOLTA,20.92910045550958,0,Middle Belt,0.34,0,0.10232416546927248,0,0.3126493947060077,0,0.215,0.016158968619392283,0.32895063260995,0.11557948430969614,0
TEMPANE,UPPER EAST,18.289977354499783,0,Northern Belt,0.16,0,0.029252030304719893,0,0.2845686604954062,0,0.065,0.028372869597466505,0.32190964023702306,0.04668643479873325,0
BOLGA  EAST,UPPER EAST,7.412940449206676,0,Northern Belt,0.025,0,0.010087333380047204,0,0.11163875632312684,0,0.0,0.0011191216541491112,0.08552507581701925,0.0005595608270745556,0
YUNYOO-NASUAN,NORTHERN EAST,33.07371789236801,1,Northern Belt,0.925,1,0.9989091544642481,1,0.6074253585306163,1,0.97,0.9988621878761564,0.6797837903103567,0.9844310939380783,1
NANTON,NORTHERN,38.78897709141766,1,Northern Belt,0.845,1,0.904635472484181,1,0.5400050401447327,1,0.92,0.9895169268486387,0.4861048250564386,0.9547584634243194,1
ASSIN FOSU,CENTRAL,34.52503013982626,1,Southern Belt,0.84,1,0.9702782087675575,1,0.809594838059221,1,0.965,0.9757495608358044,0.7636753305836911,0.9703747804179021,1
GOMOA CENTRAL,CENTRAL,45.725978302983336,1,Southern Belt,0.73,1,0.9436930887425566,1,0.7042570502864925,1,0.9,0.990916263905375,0.7756039540311697,0.9454581319526876,1
PRU WEST,BONO EAST,41.2202807218562,1,Middle Belt,0.22,0,0.21369135047313015,0,0.5884909370564103,1,0.755,0.9092255872772419,0.6234707380045004,0.832112793638621,1
BEREKUM WEST,BONO,12.485848293708557,0,Middle Belt,0.025,0,0.0025807484985789658,0,0.2603182232546694,0,0.0,0.002402437163922528,0.2123470205029341,0.001201218581961264,0
AHAFO ANO SOUTH WEST,ASHANTI,37.518625513151896,1,Middle Belt,0.92,1,0.9854517596630791,1,0.4620678002648685,0,0.98,0.9944847407625168,0.5034817404055228,0.9872423703812584,1
AMANSIE SOUTH,ASHANTI,48.13839423799213,1,Middle Belt,0.88,1,0.9976993711595605,1,0.403550567588825,0,0.98,0.9936653347016048,0.43633994317616914,0.9868326673508023,1
ATWIMA NWABIAGYA NORTH,ASHANTI,21.41332043218836,0,Middle Belt,0.03,0,0.0019665118157618246,0,0.19181893583397078,0,0.005,0.0038165200380243696,0.13550573603916877,0.004408260019012185,0
ADANSI AKROFUOM,ASHANTI,42.83946359375951,1,Middle Belt,0.9,1,0.969827598440812,1,0.46282167717491773,0,0.95,0.9868500554978222,0.49182053279494486,0.968425027748911,1
ADANSI NORTH,ASHANTI,27.63364416951343,0,Middle Belt,0.065,0,0.09854849611309538,0,0.23183961512469814,0,0.01,0.01366356836787816,0.18898931363700058,0.01183178418393908,0
OBUASI EAST,ASHANTI,17.398080107358147,0,Middle Belt,0.005,0,0.001602002158525701,0,0.14461174831331794,0,0.005,0.0024365221675143505,0.12619391993002263,0.0037182610837571753,0
AFIGYA KWABRE NORTH,ASHANTI,30.1200054547934,0,Middle Belt,0.79,1,0.8176011023371729,1,0.31967085816209007,0,0.295,0.10262294625042265,0.26904820267734797,0.1988114731252113,0
KUMASI METROPOLITAN,ASHANTI,22.551667436281523,0,Middle Belt,0.02,0,0.03557400280652017,0,0.2009986701030503,0,0.005,0.005446523398636938,0.12213789038280695,0.005223261699318469,0
